ID,Gender,Race,Age_at_Release,Residence_PUMA,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
568,1,0,40,7,3,0,1,1,2.5,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.661977658,0.151117087,0,0
569,1,1,35,14,6,0,3,3,1.5,8,4,1,1,3,2,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1.27486911,0,0
570,1,0,35,3,8,2,3,3,2.5,10,6,2,5,2,5,0,0,2,3,0,3,2,1,0,0,0,0,1,0,0,0,1,1,1,4,2,0,3,0,0,1,0
571,1,0,55,13,4,0,3,3,2.5,10,6,0,3,5,5,0,0,3,3,0,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1,1.203459638,0,0
572,1,1,40,20,3,0,2,2,0.5,5,4,0,0,5,0,0,0,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,1.953208556,0,0
573,1,0,40,3,3,0,0,0,0.5,10,6,3,5,3,5,1,0,3,4,1,3,0,1,1,0,0,0,1,1,1,0,1,0,0,4,0,2,3,1,2,0,1
574,1,0,30,22,9,0,0,0,2.5,6,3,1,4,0,4,0,1,2,2,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,3,1,0.470588235,0.467071611,0,1
575,1,0,35,7,5,0,0,0,1.5,6,6,1,3,3,5,0,0,1,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.97133758,2,0,1
576,0,0,35,22,7,2,2,2,0.5,10,6,1,5,2,5,1,1,2,4,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,1
577,1,1,35,20,9,1,0,0,2.5,8,6,3,5,1,2,0,0,1,4,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.728010825,1.482746955,0,1
578,1,0,55,22,8,0,2,2,1.5,9,2,1,5,1,3,0,0,2,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0.635217391,0,0
579,1,0,35,17,8,2,2,2,1.5,6,5,1,0,4,4,0,1,2,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0.9943074,0.346537002,0,0
580,1,1,30,20,9,1,2,2,3.5,7,3,2,1,3,1,0,0,2,3,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.943370166,1.008977901,0,0
581,1,1,55,25,10,1,0,0,0.5,10,6,2,5,0,5,0,0,3,4,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0.026169265,0.203368597,0,0
582,1,1,30,2,10,1,0,0,3.5,8,2,0,5,0,2,0,0,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.589316988,0.319833625,0,0
583,1,1,30,22,5,1,3,3,1.5,4,2,1,0,0,2,0,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.815426997,1,0,0
584,1,1,30,22,6,1,3,3,1.5,9,6,0,2,0,5,0,1,3,4,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,4,0,0,0,0.475961538,1,0,1
585,1,0,40,18,7,2,3,3,1.5,5,6,1,0,3,5,0,0,2,4,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,4,10,3,2,0.072542373,0.247627119,0,1
586,1,0,30,21,8,1,0,0,3.5,10,2,1,5,2,5,0,1,2,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,4,9,1,1,0.318181818,0.518821023,0,1
587,1,1,40,7,6,2,3,3,1.5,10,6,2,2,5,5,0,1,3,4,1,2,2,1,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0.12244898,0.298163265,0,0
588,1,1,40,11,6,2,0,0,0.5,10,6,3,2,3,5,0,1,1,4,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
589,1,0,40,7,6,2,0,0,0.5,10,1,0,5,2,5,0,1,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,1,1,45,25,3,0,2,2,2.5,10,6,0,5,1,5,0,0,3,4,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1.22979798,0,1
591,1,1,35,6,4,0,1,1,0.5,9,6,3,4,2,5,1,1,3,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1
592,1,0,35,22,4,0,1,1,1.5,5,4,2,1,1,2,1,1,2,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,1,1.342830882,0,0
593,1,1,35,18,5,0,1,1,3.5,3,2,1,0,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.916959887,0.771111893,0,0
594,1,0,35,10,4,0,3,3,0.5,10,6,2,5,0,5,1,0,3,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.201480263,0,1
595,1,1,40,25,5,0,3,3,0.5,5,2,1,4,1,0,0,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.907142857,0.869642857,1,0
596,1,0,55,14,5,0,1,1,3.5,5,1,0,5,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.753929867,0.44165659,0,0
597,1,1,55,25,4,0,0,0,1.5,10,6,1,5,0,5,0,0,3,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,4,5,0,1,0.444672131,2.993852459,0,1
598,1,0,35,10,9,1,1,1,2.5,10,2,0,5,1,5,0,1,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,4,6,0,0,0.179788484,0.85840188,0,1
599,1,0,40,20,3,0,3,3,0.5,5,6,0,2,1,3,0,0,2,4,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,0.444183314,0.42920094,0,1
600,1,0,30,12,5,0,0,0,0.5,9,5,0,5,1,5,0,0,3,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,4,10,1,1,0,0,0,1
601,1,1,55,22,4,0,3,3,1.5,10,6,0,5,5,5,0,0,3,4,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.419745958,0.210883372,1,1
602,1,1,30,4,9,1,2,2,3.5,3,3,1,2,1,1,0,0,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,10,0,3,0.351916376,0.181806869,0,1
603,0,0,40,7,9,1,2,2,1.5,5,5,0,5,0,2,0,0,2,3,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,3,0.676286073,0.916562108,0,1
604,1,0,45,18,10,1,0,0,1.5,10,6,3,5,5,5,1,0,3,4,1,3,2,1,0,0,0,0,1,0,0,0,1,0,0,4,4,0,1,0,0,0,1
605,1,0,40,22,9,1,2,2,1.5,7,6,0,1,5,3,0,0,2,2,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.88647343,2.64673913,0,1
606,1,1,45,18,8,2,2,2,0.5,10,6,3,5,2,5,1,1,3,4,1,3,2,1,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1
607,1,1,40,25,5,0,3,3,1.5,5,2,3,0,3,1,0,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.922368421,0,0
608,1,1,30,25,5,0,3,3,0.5,7,6,3,3,2,5,1,0,2,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.760240964,0,1
609,1,1,55,20,5,0,3,3,1.5,10,6,2,5,0,4,0,0,3,3,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,3,0,0,0,1
610,1,1,40,16,4,0,1,1,2.5,5,4,1,0,4,1,0,1,1,4,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
611,1,0,45,19,6,1,1,1,1.5,7,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
612,0,1,35,7,4,0,0,0,3.5,10,6,2,1,5,4,0,0,1,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,2,0.088646967,0.378693624,1,1
613,1,1,35,25,9,2,0,0,2.5,10,6,3,5,5,5,0,1,2,4,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,5,3,0,1,1,0,1
614,1,1,55,18,7,1,0,0,2.5,10,6,1,5,4,5,0,0,3,4,0,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1
615,1,1,35,2,3,0,1,1,0.5,10,5,1,1,5,5,0,0,1,4,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1
616,1,1,45,25,4,0,2,2,0.5,10,6,1,5,3,5,0,0,3,4,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,4,0,0,2,0,0,0,1
617,0,0,55,22,2,0,2,2,2.5,10,6,1,5,3,2,0,0,3,1,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.879518072,1,0,0
618,0,1,45,4,5,0,3,3,3.5,5,0,3,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,1,0.279761905,0.652232143,0,1
619,1,1,40,10,10,1,1,1,3.5,7,1,2,3,2,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,5,0,0,0.662420382,1,0,1
620,1,1,45,6,4,0,1,1,1.5,10,2,0,0,5,4,0,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1.472782258,0,0
621,1,0,30,17,9,0,0,0,1.5,10,6,3,5,4,5,1,0,2,4,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0.254950495,0.904084158,0,1
622,1,0,55,16,4,0,0,0,2.5,10,6,0,5,1,3,0,1,3,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0
623,1,0,40,23,10,0,2,2,1.5,10,6,2,5,1,5,0,1,3,4,0,3,2,1,0,0,0,0,1,0,0,0,0,0,1,4,6,3,1,0,0,0,1
624,1,1,30,25,7,1,3,3,3.5,10,6,3,4,1,5,0,1,1,4,1,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,1
625,1,1,35,19,4,0,2,2,0.5,8,6,3,1,4,5,1,0,3,4,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,10,0,1,0.369565217,0.529347826,0,1
626,1,1,30,20,6.082216088,0,0,0,0.5,5,6,1,0,5,3,0,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
627,1,1,55,19,6,2,3,3,3.5,10,3,1,5,1,2,0,1,3,4,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0.618387909,0.920025189,1,1
628,1,1,55,18,4,0,2,2,0.5,10,6,3,5,1,5,1,0,3,4,1,3,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
629,1,1,35,6,9,1,3,3,1.5,10,5,2,2,3,5,1,0,3,4,1,1,2,1,1,0,0,0,1,1,0,0,0,1,1,3,4,3,0,0,0,1,1
630,1,1,30,18,5,0,3,3,0.5,10,6,0,5,3,5,1,0,3,4,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
631,1,1,40,10,3,0,1,1,0.5,5,6,3,2,2,4,1,1,2,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
632,1,1,55,2,3,0,3,3,1.5,5,6,2,2,1,3,1,0,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.572959604,0.301112943,0,0
633,1,1,30,18,6,0,0,0,0.5,7,6,2,0,3,5,0,0,3,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,7,0,2,0,0,0,0
634,1,0,35,14,8,0,0,0,3.5,6,6,0,5,3,5,0,0,3,2,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
635,1,0,30,14,5,0,0,0,0.5,9,6,1,0,3,5,0,1,2,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
637,1,1,35,8,3,0,3,3,0.5,2,6,0,2,1,2,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1
638,1,1,40,2,7,0,0,0,1.5,10,6,2,5,5,5,0,1,3,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.221649485,1,0,1
639,1,0,35,7,7,2,3,3,1.5,7,6,1,4,3,5,0,1,1,4,1,1,2,1,0,0,1,0,1,1,0,0,1,1,1,4,10,3,0,0.415529906,0.383263379,0,1
640,1,0,45,4,4,0,1,1,2.5,4,6,2,2,0,5,1,0,1,4,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
641,1,1,35,18,7,0,3,3,1.5,10,6,3,2,5,5,1,1,3,4,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
642,0,0,55,17,3,0,0,0,2.5,10,6,1,4,4,5,0,0,3,3,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,4,9,2,1,0,0,0,1
643,1,0,35,5,8,2,0,0,0.5,7,2,0,4,1,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
644,1,0,45,7,4,0,0,0,0.5,10,6,2,5,4,5,1,0,3,4,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.842975207,1,1,1
645,1,1,55,22,2,0,3,3,0.5,10,6,1,5,5,4,0,0,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.075342466,0.83390411,1,1
646,1,0,30,22,6,1,3,3,3.5,9,2,1,4,1,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,10,3,1,0.955578512,1.13197314,0,0
647,1,1,35,20,10,1,1,1,2.5,4,2,0,1,3,2,0,0,2,2,0,0,2,1,0,0,1,0,1,1,0,0,1,0,1,4,10,0,1,0.372340426,1.036170213,0,0
648,1,0,45,17,9,1,0,0,0.5,10,6,3,1,3,5,1,1,3,4,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,0,1
649,0,0,55,20,4,0,0,0,0.5,10,6,0,5,4,5,1,0,3,4,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0.119622246,0.383263379,1,1
650,1,0,30,25,9,1,1,1,2.5,6,2,0,3,2,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.671296296,1,0,1
651,1,1,40,20,4,0,2,2,1.5,5,5,0,0,3,2,0,1,1,4,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,6,1,0,0.773519164,0.636324042,0,1
652,1,1,30,4,5,0,1,1,1.5,6,6,3,0,3,5,1,0,3,1,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
653,1,0,30,25,5,0,1,1,0.5,10,6,3,1,4,5,1,0,3,4,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,4,5,3,2,0.3,0.77712766,0,1
654,1,1,40,18,5,0,2,2,1.5,7,6,1,0,5,5,1,1,3,4,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1
655,1,1,45,25,1,2,2,2,2.5,8,3,1,4,2,4,0,1,2,2,0,2,2,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,3,1,0.625428082,0,1
656,1,1,35,20,5,0,1,1,1.5,6,6,3,1,2,5,0,0,2,4,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,0,0,0.747064137,0.329945799,0,0
657,1,1,55,25,4,0,0,0,1.5,9,6,1,4,2,3,1,0,3,4,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.983263598,1,0,0
658,1,1,30,7,6,2,3,3,1.5,7,6,1,0,4,5,1,0,1,2,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2,10,0,0,0.251109139,0.324090506,1,1
659,1,1,30,7,6,0,1,1,1.5,9,4,3,0,2,4,1,1,1,4,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,4,4,2,0,0,0,0,0
660,1,1,55,18,2,0,3,3,3.5,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0.988431877,0.234736504,1,0
661,1,1,45,17,6,2,1,1,3.5,8,2,2,0,5,5,0,0,3,2,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,1.074264706,0,1
662,0,1,35,3,9,1,3,3,2.5,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1
663,1,1,40,7,3,0,3,3,1.5,3,6,3,1,2,1,0,0,3,4,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.683826684,0.313384813,0,0
664,1,1,35,6,9,1,3,3,1.5,4,6,0,0,3,3,0,0,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,10,3,0,0.15984148,0.482496697,0,1
665,1,1,45,14,3,0,2,2,0.5,10,6,3,4,0,5,1,0,3,4,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.455801105,2,0,1
666,1,1,45,14,8,2,3,3,3.5,10,6,3,5,5,5,1,0,3,4,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,1
667,1,1,30,20,9,1,1,1,1.5,4,2,0,2,2,2,0,1,2,2,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.990601504,0.68656015,0,0
668,1,0,30,17,5,0,3,3,0.5,9,6,1,2,5,5,0,0,3,3,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
669,1,0,30,17,5,0,0,0,0.5,10,6,1,5,3,5,0,1,3,4,1,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.215909091,1,0,1
670,1,1,40,20,3,0,3,3,0.5,6,6,3,3,1,4,1,0,2,4,1,3,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0
671,1,0,35,25,3,1,2,2,0.5,10,0,1,4,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,1,0.527436823,0,0
672,1,0,55,15,2,1,0,0,3.5,5,3,1,0,3,1,1,0,1,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,10,0,0,0.998165138,1.340366972,0,0
673,1,1,35,6,6,0,0,0,3.5,10,6,1,3,3,5,0,1,3,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.475728155,0.635217391,1,0
674,1,0,40,17,8,2,0,0,2.5,10,6,0,0,5,5,0,1,3,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,1
675,1,1,30,7,6,2,0,0,1.5,8,6,0,1,4,5,0,0,3,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
676,1,0,35,18,6,2,1,1,1.5,5,6,0,1,4,4,0,0,2,3,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.419161677,0.624893071,1,1
677,1,1,30,5,7,2,1,1,1.5,2,6,1,0,2,5,0,0,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0.071877808,0.328167116,0,1
678,1,1,35,3,8,2,0,0,1.5,10,6,0,2,5,5,1,0,3,4,0,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,5,0,2,1,1.567596567,0,1
679,1,1,30,1,6.082216088,0,0,0,0.5,10,5,0,5,1,1,0,0,3,2,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1
680,1,1,40,5,6,0,3,3,2.5,10,3,3,1,3,3,0,1,0,4,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,4,10,3,2,0.380203515,0.675763182,0,1
681,1,0,30,2,1,1,3,3,3.5,10,5,3,5,2,5,1,1,2,4,1,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
682,1,0,45,11,3,0,0,0,2.5,3,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
683,1,1,35,20,3,1,3,3,0.5,4,1,0,1,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0.5,1,0,1
684,1,1,35,18,5,0,3,3,1.5,10,2,0,0,5,4,0,0,3,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,1,0,30,7,5,0,1,1,2.5,10,4,0,5,0,2,0,1,3,3,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,1,10,0,3,1,5.465087282,0,1
686,1,1,55,17,3,1,0,0,2.5,10,3,0,0,2,5,0,0,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0.895856663,0.204507279,0,0
687,1,0,35,18,10,1,2,2,2.5,8,5,0,5,1,5,1,0,3,4,0,3,1,1,0,0,1,0,1,1,1,0,0,1,0,4,6,0,2,0.431294678,0.580222399,0,0
688,1,1,55,6,5,0,1,1,2.5,10,6,3,5,3,5,0,0,3,4,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
689,1,1,35,20,6,2,1,1,2.5,7,2,1,0,5,0,1,1,1,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,0.66252588,0.151242236,0,0
690,1,0,35,17,2,0,0,0,0.5,7,6,0,3,2,5,0,1,0,4,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,3,10,0,0,1,1.702797203,0,0
691,1,1,45,21,8,0,3,3,0.5,10,6,3,5,3,5,1,1,3,3,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.912303665,0,0
692,1,1,35,19,8,1,2,2,3.5,7,6,3,2,0,5,1,0,2,4,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,5,1,0,0,0,0,1
693,1,0,35,18,6,0,0,0,1.5,6,6,0,3,3,5,0,0,3,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,8,1,0,0.229333333,0.974,1,1
694,1,1,35,18,6,2,0,0,1.5,10,6,0,5,2,5,0,0,3,4,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.265608466,0.386507937,1,1
695,1,0,40,18,4,0,1,1,1.5,6,1,3,0,1,1,0,1,3,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.579816514,0.670183486,0,0
696,1,1,40,25,5,0,2,2,0.5,8,0,1,3,0,5,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3,0,0,1,1.877892031,0,1
697,1,1,35,25,3,0,1,1,0.5,10,6,1,5,4,5,1,0,3,4,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1
698,1,1,35,6,8,2,3,3,2.5,8,3,2,0,3,2,0,1,1,3,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0.830113636,0,0
699,1,1,40,5,5,0,1,1,3.5,4,1,0,1,4,1,0,0,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0.513978495,0.392741935,0,1
700,1,1,35,25,7,2,1,1,1.5,4,6,1,2,2,5,0,0,3,4,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,5,1,0,0.074418605,0.56627907,0,0
701,1,1,45,20,4,0,3,3,3.5,5,6,1,0,4,1,0,1,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.085327784,0.380072841,0,1
702,1,1,35,2,4,0,3,3,0.5,8,6,0,2,4,5,0,0,3,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,4,6,0,0,1,3,0,0
703,1,0,55,18,8,2,2,2,1.5,10,2,0,5,2,2,0,1,3,2,0,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.928703704,0.338194444,0,0
704,1,1,55,1,4,0,2,2,0.5,10,6,0,5,1,2,0,0,3,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
705,1,1,55,25,2,0,3,3,0.5,10,6,3,4,2,5,1,1,3,4,1,3,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1
706,1,0,35,21,10,0,0,0,3.5,10,6,2,5,0,2,1,0,3,2,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,0,0,0,1,1
707,1,1,45,10,4,0,2,2,2.5,5,6,0,5,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.520998865,0.414585698,0,1
708,1,0,35,7,4,0,2,2,1.5,4,6,1,1,3,2,1,1,2,3,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,2,0,0,0.712585034,0.310586735,0,0
709,1,0,35,7,8,1,1,1,3.5,7,6,2,4,4,3,1,0,2,4,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,6,0,1,1,2,0,1
710,1,1,35,3,5,0,2,2,1.5,5,4,0,0,4,4,0,0,3,3,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.550955414,0,1
711,1,1,35,7,5,0,3,3,2.5,5,6,1,0,3,4,1,0,0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
712,1,1,35,2,6,0,3,3,2.5,8,6,0,2,5,1,0,0,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.384362681,0.239980289,0,0
713,1,1,30,20,6,0,0,0,3.5,2,3,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
